Year,Make,Model,Used/New,Price
2018,Subaru,Outback 2.5i Limited,Used,29988
2021,Volkswagen,Tiguan 2.0T S,Used,29842
2021,GMC,Yukon XL SLT,Used,83000
2021,Mercedes-Benz,GLE 350 Base 4MATIC,Used,60991
2020,BMW,X7 xDrive40i,Used,72800
2019,Toyota,Highlander XLE,Used,38899
2020,GMC,Sierra 1500 Denali,Used,60000
2020,Ford,Edge SEL,Ford Certified,27995
2019,BMW,330 i xDrive,Used,36990
2017,Porsche,911 Carrera GTS,Porsche Certified,129985
2018,BMW,X1 xDrive28i,Used,29990
2020,Chevrolet,Trax LS,Used,20946
2020,Lincoln,Aviator Reserve AWD,Used,56962
2022,Volkswagen,Taos 1.5T SE,Volkswagen Certified,29988
2020,Tesla,Model Y Long Range,Used,67168
2020,Acura,RDX Technology Package,Acura Certified,42441
2019,Audi,Q8 3.0T Premium,Used,69095
2017,Toyota,Highlander XLE,Toyota Certified,35689
2018,BMW,X5 xDrive35i,Used,38894
2021,Audi,RS 5 2.9T,Used,84844
2019,INFINITI,QX60 Luxe,Used,36699
2019,Lincoln,Nautilus Select,Used,38998
2018,Toyota,RAV4 XLE,Used,29231
2019,Honda,Pilot EX-L,Used,35000
2020,Chevrolet,Blazer 2LT,Used,34500
2019,Lexus,RX 350,Used,42276
2018,Chrysler,300 Limited,Used,25981
2016,Honda,Accord EX-L,Used,29899
2018,BMW,430 Gran Coupe i,Used,25441
2020,BMW,X5 xDrive40i,Used,53988
2019,Lexus,RX 350 Base,Used,42497
2019,Ford,Expedition Limited,Used,58000
2019,Cadillac,CT6 3.6L Premium Luxury,Used,46347
2020,Jeep,Grand Cherokee Limited,Used,37899
2020,Honda,Civic LX,Used,25396
2003,Ford,ZX2,Used,6099
2018,Honda,Accord EX-L,Used,28990
2019,INFINITI,QX80 Luxe,Used,56990
2021,GMC,Yukon XL Denali,Used,89931
2019,Volvo,XC90 T6 Momentum,Used,40000
2016,BMW,X5 xDrive35i,Used,26490
2020,Toyota,RAV4 LE,Toyota Certified,27995
2016,Land,Rover Range Rover 3.0L Turbocharged Diesel Td6,Used,42234
2019,Cadillac,XT5 Premium Luxury,Cadillac Certified,37855
2018,Maserati,Ghibli S,Used,41518
2019,Honda,CR-V EX-L,Used,32500
2019,Volvo,XC60 T6 Inscription,Used,39300
2020,BMW,X3 xDrive30i,Used,45898
2018,BMW,328d xDrive,BMW Certified,34946
2017,Mercedes-Benz,GLE 350 Base 4MATIC,Used,35499
2020,Chevrolet,Traverse LT Leather,Used,35589
2019,Dodge,Durango GT,Used,39650
2015,Jeep,Grand Cherokee Limited,Used,23000
2019,Mercedes-Benz,AMG GT 63 4-Door,Mercedes-Benz Certified,131490
2018,Toyota,RAV4 XLE,Used,23999
2022,Mazda,CX-5 Carbon Edition,Used,32988
2019,Mercedes-Benz,CLA 250 Base,Used,34675
2019,Lexus,ES 350 F Sport,Used,36889
2019,Land,Rover Range Rover Sport 3.0L Supercharged HSE,Used,63804
2017,Toyota,Corolla LE,Used,13899
2016,Hyundai,Elantra SE,Used,10899
2019,Buick,Encore Essence,Used,27799
2017,Mercedes-Benz,GLS 450 Base 4MATIC,Used,35000
2017,Mercedes-Benz,GLS 450 Base 4MATIC,Used,33995
2019,Volvo,XC90 T6 R-Design,Used,46981
2019,Lexus,RX 350 350,Used,39869
2019,Lexus,RX 350 350,Used,38500
2014,Dodge,Durango Citadel,Used,20890
2020,Mercedes-Benz,GLE 350 Base 4MATIC,Used,51880
2018,Lexus,RX 350 350,Used,36841
2017,Mercedes-Benz,AMG C 43 Base 4MATIC,Used,32995
2019,Jeep,Grand Cherokee Overland,Used,44998
2015,Toyota,4Runner Limited,Used,31998
2019,Mercedes-Benz,GLS 450 Base 4MATIC,Used,52495
2020,Mercedes-Benz,C-Class C 300,Mercedes-Benz Certified,51665
2020,GMC,Yukon SLT,Used,40599
2020,BMW,X5 xDrive40i,Used,58950
2019,Toyota,RAV4 Limited,Used,35445
2018,Toyota,4Runner Limited,Used,44000
2018,Subaru,Impreza 2.0i,Used,22481
2021,GMC,Yukon Denali,Used,89888
2017,Audi,Q7 3.0T Premium Plus,Used,35450
2022,Hyundai,Tucson Limited,Used,36777
2016,Subaru,Crosstrek 2.0i Premium,Used,26576
2017,Lincoln,Navigator Select,Used,35887
2021,Toyota,Tundra SR5,Toyota Certified,44891
2014,Honda,Accord Sport,Used,19998
2020,BMW,X5 sDrive40i,Used,54238
2020,Mercedes-Benz,GLC 300 Base 4MATIC,Used,46650
2021,Honda,CR-V EX-L,Used,37674
2019,INFINITI,QX60 Luxe,Used,36723
2020,Toyota,Camry SE,Used,29399
2021,Hyundai,Tucson SE,Used,26932
2019,Honda,Pilot EX-L,Used,36300
2020,Acura,RDX A-Spec,Used,39777
2021,Mazda,CX-5 Touring,Used,30887
2019,Honda,CR-V EX-L,Honda Certified,32998
2019,Cadillac,Escalade Luxury,Used,49995
2018,Cadillac,XT5 Luxury,Cadillac Certified,34214
2017,Mercedes-Benz,E-Class E 300,Used,33998
2014,Mercedes-Benz,E-Class E 350,Used,23783
2016,Audi,A6 2.0T Premium Plus,Used,24983
2021,Toyota,Camry XSE V6,Used,41998
2020,GMC,Sierra 1500 Denali,Used,59595
2021,Toyota,RAV4 XLE,Used,33000
2020,Lexus,GX 460 Base,Used,57399
2019,Honda,CR-V EX-L,Used,29999
2015,Honda,Accord EX-L,Used,21953
2019,Honda,CR-V EX-L,Honda Certified,33000
2019,Honda,CR-V EX-L,Honda Certified,32600
2017,Jaguar,F-TYPE Premium,Used,44900
2021,Lexus,RX 350 Base,Used,53988
2019,BMW,430 i xDrive,BMW Certified,42995
2019,Chevrolet,Trax LT,Used,21997
2019,Cadillac,Escalade Luxury,Used,59126
2020,Mercedes-Benz,GLC 300 Base 4MATIC,Used,49255
2020,Hyundai,Santa Fe SEL 2.4,Used,28998
2022,Hyundai,Palisade Calligraphy,Used,53991
2019,Audi,A4 2.0T Premium Plus,Used,34239
2019,Ford,Edge Titanium,Ford Certified,31988
2014,Toyota,4Runner SR5,Used,21998
2019,BMW,X5 xDrive40i,Used,48481
2019,Cadillac,XT5 Luxury,Cadillac Certified,38189
2019,Audi,Q5 2.0T Premium Plus,Used,41564
2021,Chevrolet,Suburban RST,Used,74383
2019,Ford,Escape SEL,Used,23475
2016,INFINITI,QX60 Base,Used,24955
2019,GMC,Acadia SLT-1,Used,34000
2017,Lincoln,Continental Select,Used,29998
2019,Toyota,Corolla LE,Used,19739
2020,INFINITI,QX50 Luxe,INFINITI Certified,36205
2020,Mercedes-Benz,GLB 250 Base,Used,37071
2019,Subaru,Ascent Premium 8-Passenger,Used,34186
2021,Tesla,Model 3 Standard Range Plus,Used,57982
2019,INFINITI,QX80 Luxe,Used,58000
2020,Kia,Sportage LX,Used,23989
2020,Land,Rover Defender 110 SE,Used,76988
2021,Tesla,Model Y Performance,Used,76518
2019,Toyota,Tundra SR5,Used,46930
2019,Land,Rover Range Rover Velar P250 S,Used,50987
2019,Honda,CR-V EX-L,Honda Certified,38000
2019,Volvo,S60 T5 Momentum,Used,31998
2019,Acura,RDX A-Spec,Acura Certified,39995
2021,Tesla,Model Y Performance,Used,69898
2019,Mazda,CX-5 Grand Touring,Used,32500
2019,Jeep,Cherokee Limited,Used,27999
2017,Honda,Accord Sport SE,Used,18950
2020,Lexus,IS 300 Base,Used,38985
2019,Mercedes-Benz,C-Class C 300,Mercedes-Benz Certified,34999
2019,Lamborghini,Urus Base,Used,279950
2021,Audi,Q7 45 Premium,Used,59500
2020,Cadillac,XT5 Premium Luxury,Used,36491
2018,GMC,Yukon Denali,Used,51095
2019,Honda,CR-V EX,Honda Certified,29999
2019,Volvo,XC90 T6 R-Design,Used,45981
2013,Lexus,ES 350 Base,Used,18980
2019,Dodge,Durango R/T,Used,42950
2019,Toyota,Highlander SE,Used,38959
2019,Toyota,Highlander XLE,Toyota Certified,38998
2020,Volvo,XC90 T5 Momentum 7 Passenger,Used,45995
2019,Mercedes-Benz,C-Class C 300 4MATIC,Used,30000
2019,Honda,CR-V EX-L,Used,32000
2018,Mercedes-Benz,AMG GLE 43 Coupe 4MATIC,Used,58500
2021,Audi,Q3 45 S line Premium,Used,40253
2018,BMW,X3 xDrive30i,Used,36297
2014,Mercedes-Benz,CLS-Class CLS 550 4MATIC,Used,32623
2021,BMW,X1 xDrive28i,Used,40995
2018,BMW,X3 M40i,Used,45991
2019,BMW,X1 sDrive28i,BMW Certified,33999
2019,BMW,X5 xDrive40i,Used,48495
2019,GMC,Yukon Denali,Used,56995
2016,Honda,Pilot Touring,Used,28967
2019,BMW,X5 xDrive40i,BMW Certified,49987
2018,Tesla,Model S 100D,Used,69950
2015,Honda,Accord EX-L,Used,19750
2020,Toyota,RAV4 XLE,Toyota Certified,32777
2016,Ford,Explorer Limited,Used,27690
2019,Tesla,Model 3 Long Range,Used,56799
2017,Toyota,Tundra 1794,Used,45212
2018,Ford,Edge Titanium,Used,26995
2019,BMW,330 i,Used,36926
2019,Chevrolet,Silverado 1500 High Country,Used,53800
2018,Nissan,Pathfinder S,Used,22890
2018,GMC,Yukon XL SLT,Used,47950
2021,BMW,X3 M40i,BMW Certified,59935
2021,Kia,Telluride EX,Used,50028
2020,Chevrolet,Silverado 1500 LT,Used,39000
2021,Lexus,RX 350 Base,Used,57500
2021,Porsche,911 Carrera 4,Used,139900
2021,Cadillac,Escalade Sport,Used,110974
2015,Porsche,911 Turbo S,Used,149995
2018,Toyota,4Runner Limited,Used,44998
2018,Audi,Q3 2.0T Premium,Used,25205
2019,Lexus,ES 350 Luxury,Used,41562
2019,Mercedes-Benz,E-Class E 450,Mercedes-Benz Certified,50591
2019,Jeep,Grand Cherokee Limited,Used,31799
2019,BMW,330 i xDrive,Used,36990
2021,Honda,Pilot EX-L,Used,41995
2016,Jeep,Grand Cherokee Overland,Used,30997
2020,Tesla,Model 3 Long Range,Used,59995
2019,Honda,CR-V EX,Honda Certified,32879
2019,Honda,CR-V EX-L,Honda Certified,28998
2019,Jeep,Grand Cherokee Altitude,Used,37479
2013,BMW,X3 xDrive28i,Used,16999
2019,BMW,X7 xDrive50i,BMW Certified,72401
2021,Mazda,CX-5 Grand Touring,Used,29034
2021,Land,Rover Range Rover HSE Westminster,Used,121996
2016,Mercedes-Benz,E-Class E 400 4MATIC,Used,35000
2021,Mazda,CX-5 Touring,Used,27889
2004,Chevrolet,Trailblazer LS,Used,6049
2019,Land,Rover Range Rover Sport 3.0L Supercharged SE,Used,65996
2019,Land,Rover Range Rover Velar P250 SE R-Dynamic,Used,56900
2019,Ford,Escape SEL,Ford Certified,24988
2018,Acura,RDX Technology Package,Acura Certified,34987
2019,Jeep,Grand Cherokee Limited,Used,33990
2020,RAM,1500 Longhorn,Used,53495
2019,Chevrolet,Equinox 1LT,Used,23135
2019,Honda,CR-V EX,Used,28783
2018,Lexus,RX 350,Used,40399
2019,Hyundai,Kona SE,Used,23990
2019,Jeep,Grand Cherokee Limited,Used,38000
2018,Nissan,Rogue SL,Nissan Certified,28506
2021,Mercedes-Benz,GLB 250 4MATIC,Mercedes-Benz Certified,43880
2020,Kia,Telluride S,Used,38998
2020,Mercedes-Benz,GLE 450 AWD 4MATIC,Mercedes-Benz Certified,62550
2019,Volkswagen,Jetta 1.4T S,Used,20000
2021,Honda,Passport EX-L,Used,34824
2020,Hyundai,Santa Fe Limited 2.4,Used,34997
2020,Nissan,Rogue S,Used,25495
2021,Tesla,Model Y Performance,Used,69898
2019,Dodge,Durango GT,Used,39965
2020,BMW,X7 xDrive40i,Used,77999
2022,Hyundai,Palisade SE,Used,39798
2018,Dodge,Challenger GT,Used,38779
2019,Jeep,Cherokee Limited,Used,34889
2017,Chevrolet,Corvette Stingray,Used,55500
2019,BMW,X5 xDrive40i,BMW Certified,56322
2021,Alfa,Romeo Stelvio Base,Used,39900
2021,Mercedes-Benz,GLE 350 Base,Used,63995
2019,Lexus,ES 350 F Sport,Used,33999
2020,Honda,Civic LX,Used,24249
2019,MINI,Countryman Cooper S,MINI Certified,29591
2020,Jeep,Grand Cherokee Limited,Used,37526
2016,Ford,Mustang EcoBoost Premium,Used,18990
2017,Subaru,Legacy 2.5i Premium,Used,13399
2019,Mazda,CX-5 Grand Touring,Used,27884
2019,Honda,CR-V EX-L,Honda Certified,31387
2021,Dodge,Durango R/T,Dodge Certified,53500
2020,Porsche,Macan S,Used,65860
2019,Audi,A4 2.0T Premium,Used,31495
2015,Porsche,911 Turbo,Porsche Certified,154999
2021,Audi,Q8 55 Premium,Used,78995
2019,Subaru,Crosstrek 2.0i Premium,Used,28167
2021,Subaru,Outback Limited XT,Subaru Certified,37495
2021,Honda,Pilot EX-L,Used,41491
2020,Honda,Civic LX,Honda Certified,24965
2017,Lexus,GX 460 Base,Used,36998
2018,Land,Rover Discovery HSE,Used,51241
2020,Land,Rover Range Rover Evoque S,Used,41585
2017,RAM,1500 Laramie,Used,41860
2019,BMW,330 i,BMW Certified,36797
2020,Tesla,Model 3 Performance,Used,64698
2019,Lexus,RX 350 350,Used,44222
2021,Porsche,911 Carrera S,Used,179900
2019,BMW,530 i,BMW Certified,38997
2017,Subaru,Outback 2.5i Premium,Used,26598
2020,Nissan,Rogue Sport S,Used,21990
2015,Lexus,RX 350 Base,Used,25167
2018,Mazda,CX-5 Grand Touring,Used,26499
2015,BMW,435 Gran Coupe i,Used,24472
2018,BMW,X1 sDrive28i,BMW Certified,29962
2021,Volvo,XC40 T5 R-Design,Used,47962
2019,Mercedes-Benz,CLA 250 Base,Used,28901
2020,RAM,1500 Laramie,Used,49600
2021,Mazda,Mazda3 FWD w/Preferred Package,Used,27981
2019,Honda,Pilot EX-L w/Navigation/RES,Used,33497
2018,Ford,Explorer Limited,Used,35999
2018,Ford,F-150 Lariat,Used,43000
2021,Chevrolet,Tahoe LT,Used,69976
2019,BMW,X5 xDrive40i,Used,49933
2020,Honda,Pilot EX-L,Used,43000
2019,INFINITI,QX60 Luxe,Used,34491
2021,Acura,RDX w/A-Spec Package,Used,45995
2020,Mercedes-Benz,GLB 250 Base,Used,41391
2017,Subaru,Outback 2.5i Premium,Used,23500
2020,Mazda,CX-5 Grand Touring,Used,32998
2019,Honda,Civic EX-L,Used,28995
2019,Cadillac,XT5 Luxury,Cadillac Certified,38111
2017,Ford,Edge Titanium,Used,26994
2019,Cadillac,XT5 Luxury,Used,35459
2017,Ford,Edge Titanium,Used,26688
2019,Mercedes-Benz,C-Class C 300 4MATIC,Mercedes-Benz Certified,35493
2022,Acura,TLX A-Spec,Acura Certified,47898
2020,Mercedes-Benz,C-Class C 300 4MATIC,Used,41491
2018,Volvo,S90 T6 Inscription,Used,35989
2019,Mercedes-Benz,AMG G 63 Base,Mercedes-Benz Certified,189999
2016,BMW,X3 xDrive35i,Used,27998
2020,Acura,MDX 3.5L w/Technology Package,Used,41699
2018,Porsche,Macan Base,Used,41995
2019,Mercedes-Benz,GLC 350e Base 4MATIC,Used,39990
2020,Honda,CR-V Touring,Used,34742
2019,Honda,CR-V EX-L,Honda Certified,34270
2019,Buick,Enclave Essence,Used,35696
2020,Porsche,Macan S,Porsche Certified,62999
2020,Jeep,Grand Cherokee Limited,Jeep Certified,36400
2020,GMC,Yukon SLT,Used,52484
2021,Audi,Q5 45 Premium,Used,48405
2020,Chevrolet,Blazer 2LT,Used,22995
2011,Ford,F-150 King Ranch,Used,14450
2021,Audi,Q7 55 Premium,Used,77995
2018,Audi,A4 2.0T Premium,Used,27959
2006,Chevrolet,Impala LT,Used,2030
2015,Jeep,Grand Cherokee Limited,Used,22500
2020,Ford,Fusion SEL,Used,22084
2021,GMC,Yukon Denali,Used,84811
2018,Toyota,RAV4 Limited,Used,32727
2018,Toyota,RAV4 Limited,Used,32099
2018,BMW,530 i,Used,36989
2019,Buick,Encore Sport Touring,Used,23718
2019,Audi,Q8 3.0T Premium,Used,62998
2018,Toyota,RAV4 LE,Used,21762
2019,Honda,CR-V EX,Used,29800
2019,Volkswagen,Tiguan 2.0T S,Used,23279
2020,Jaguar,E-PACE SE,Used,44999
2008,Porsche,911 Carrera,Used,34995
2005,Acura,MDX Touring,Used,6049
2018,Audi,Q7 3.0T Prestige,Used,38998
2019,INFINITI,QX60 Luxe,Used,36998
2018,BMW,X1 xDrive28i,Used,29590
2019,Nissan,Pathfinder S,Used,26181
2021,Lexus,RX 350 Base,Used,48750
2021,GMC,Yukon XL Denali,Used,78900
2019,Lamborghini,Urus Base,Used,269998
2018,Lexus,GX 460 Base,Used,38999
2018,BMW,X1 xDrive28i,Used,23500
2020,Chevrolet,Trax LS,Used,18490
2019,Audi,Q8 3.0T Premium,Used,72500
2020,Honda,Civic LX,Honda Certified,23900
2020,Ford,Edge Titanium,Used,31800
2018,Toyota,4Runner Limited,Used,43555
2019,Ford,Edge Titanium,Ford Certified,32385
2020,Nissan,Rogue SL,Nissan Certified,34599
2019,Acura,RDX Base,Used,33999
2016,Audi,A6 2.0T Premium Plus,Used,23835
2019,Mercedes-Benz,GLC 300 Base 4MATIC,Mercedes-Benz Certified,37490
2019,BMW,X1 sDrive28i,BMW Certified,33995
2016,BMW,X1 xDrive 28i,Used,21890
2019,Honda,CR-V EX-L,Honda Certified,31850
2020,Land,Rover Range Rover Evoque SE,Used,43788
2019,Jeep,Wrangler Sport,Used,34422
2020,Nissan,Pathfinder SL,Used,24465
2020,Tesla,Model 3 Performance,Used,67995
2020,Tesla,Model X Long Range,Used,94981
2016,Audi,A3 2.0T Premium,Used,21515
2018,Mercedes-Benz,AMG GLE 43 Coupe 4MATIC,Used,66440
2016,Honda,CR-V Touring,Used,28595
2018,Mercedes-Benz,GLE 350 Base 4MATIC,Used,39998
2019,Mercedes-Benz,C-Class C 300 4MATIC,Used,55135
2017,Buick,LaCrosse Premium,Used,28994
2019,Dodge,Journey SE,Used,8000
2019,Audi,Q8 3.0T Premium,Used,60997
2021,Volkswagen,Atlas 3.6 V6 SE w/ Technology,Used,40000
2020,Lexus,NX 300 Base,Used,37811
2020,Chevrolet,Equinox Premier w/1LZ,Chevrolet Certified,27994
2021,BMW,X3 sDrive30i,BMW Certified,46857
2020,Ford,Fusion SE,Ford Certified,24000
2020,Toyota,Camry SE,Used,29717
2019,Audi,Q8 3.0T Premium,Used,66989
2018,BMW,540 i,Used,36900
2019,Audi,A7 3.0T Prestige,Used,64975
2019,Audi,Q5 2.0T Premium,Used,36880
2018,Mercedes-Benz,C-Class C 300,Used,32494
2016,Toyota,4Runner Limited,Used,34700
2019,Ford,Escape Titanium,Used,30500
2021,Nissan,Sentra SV,Used,28999
2019,Cadillac,Escalade ESV Luxury,Used,59992
2020,Kia,Telluride SX,Used,49491
2021,Dodge,Charger GT,Used,35259
2017,Acura,MDX 3.5L w/Technology Package,Used,35698
2019,RAM,1500 Laramie,Used,47827
2019,Jeep,Grand Cherokee Limited,Used,41548
2019,Ford,Edge SEL,Used,32491
2019,Ford,F-150 Platinum,Used,56000
2016,Chevrolet,Traverse LTZ,Used,23995
2019,Toyota,RAV4 XLE Premium,Used,40982
2019,Honda,Accord Sport,Honda Certified,30795
2021,Mercedes-Benz,GLA 250 Base 4MATIC,Used,39750
2019,Honda,Pilot EX-L,Used,36500
2020,Mercedes-Benz,GLC 300 Base 4MATIC,Used,44777
2020,Lexus,RX 350 F Sport Performance,Used,54000
2018,Audi,Q5 2.0T Tech Premium,Used,36699
2018,Toyota,RAV4 XLE,Toyota Certified,24988
2019,Honda,Pilot EX-L,Used,33995
2018,Lincoln,Continental Black Label,Used,38980
2012,Chevrolet,Impala LT,Used,11790
2020,Cadillac,XT6 Premium Luxury FWD,Used,48403
2020,Chevrolet,Traverse Premier,Used,51111
2020,GMC,Acadia SLE,Used,31210
2021,GMC,Sierra 1500 Denali,Used,64999
2019,Lexus,RX 350 350,Used,47260
2019,Chevrolet,Traverse LT Cloth,Used,32000
2019,Chevrolet,Silverado 1500 LT,Used,36750
2019,Chevrolet,Silverado 1500 Custom,Used,32999
2019,Buick,Enclave Essence,Used,33994
2019,Buick,Encore Preferred,Buick Certified,23200
2019,Buick,Enclave Essence,Buick Certified,34995
2019,Subaru,Outback 2.5i Limited,Used,29524
2020,Honda,Civic LX,Used,26189
2018,Ford,Explorer XLT,Used,29749
2018,Subaru,Legacy 2.5i Sport,Used,23869
2013,Honda,Pilot EX-L w/ Navigation,Used,19552
2021,Kia,Sorento LX,Used,31995
2019,Chevrolet,Suburban LT,Used,48398
2013,Mercedes-Benz,GL-Class GL 450 4MATIC,Used,22282
2021,Tesla,Model Y Long Range,Used,69622
2018,Lexus,LC 500 Base,Used,67490
2021,Honda,Pilot EX-L,Used,37099
2019,Mercedes-Benz,C-Class C 300,Used,34995
2020,Mercedes-Benz,GLE 350 Base 4MATIC,Mercedes-Benz Certified,53950
2020,Lincoln,Nautilus Reserve,Used,45936
2019,Mazda,CX-9 Grand Touring,Used,34980
2019,BMW,X5 xDrive40i,BMW Certified,56871
2019,Mazda,CX-9 Grand Touring,Used,33499
2015,BMW,328 i xDrive,Used,22995
2018,Jeep,Wrangler Sport,Used,35998
2018,Toyota,RAV4 XLE,Used,22588
2016,Kia,Sorento LX,Used,19993
2018,Ford,Explorer XLT,Used,32800
2019,Honda,CR-V EX-L,Honda Certified,32290
2020,BMW,X3 xDrive30i,BMW Certified,44495
2020,Lincoln,Aviator Reserve AWD,Used,58752
2020,Honda,Civic LX,Used,24374
2019,Mercedes-Benz,C-Class C 300,Mercedes-Benz Certified,33214
2018,Cadillac,XT5 Luxury,Cadillac Certified,31823
2018,Mercedes-Benz,GLE 350 Base,Used,38971
2020,Toyota,Corolla LE,Used,7095
2019,Jeep,Grand Cherokee Limited,Used,32489
2019,Ford,Edge Titanium,Used,35299
2017,Buick,Enclave Leather,Used,25744
2011,BMW,X5 xDrive35i,Used,11999
2020,Mercedes-Benz,AMG G 63 Base,Used,212990
2019,Audi,Q7 55 Prestige,Used,55000
2019,Cadillac,XT5 Luxury,Used,36395
2017,Jeep,Grand Cherokee Limited,Jeep Certified,28932
2019,Mazda,Mazda3 FWD w/Premium Package,Used,25287
2019,Audi,Q8 3.0T Premium,Used,59991
2021,Subaru,Outback Limited,Used,33998
2019,Lexus,GX 460 Base,Used,46996
2019,Land,Rover Range Rover Velar P250 SE R-Dynamic,Used,51588
2017,Porsche,Macan S,Used,47990
2019,Mercedes-Benz,AMG E 63 S 4MATIC,Mercedes-Benz Certified,99980
2019,Honda,Pilot EX-L,Used,33895
2015,Scion,xB Base,Used,13492
2010,Bentley,Continental Flying Spur Speed,Used,54533
2021,BMW,330 i,Used,41999
2019,Honda,Civic LX,Honda Certified,25955
2017,Subaru,Outback 2.5i Limited,Used,25714
2019,Honda,Civic LX,Honda Certified,26792
2020,BMW,X5 xDrive40i,BMW Certified,60827
2020,BMW,430 i xDrive,BMW Certified,55995
2021,Volkswagen,Atlas 3.6 V6 SEL,Used,46599
2019,Chevrolet,Silverado 1500 High Country,Used,53800
2020,BMW,X5 xDrive40i,BMW Certified,57999
2020,Chevrolet,Spark LS,Used,17500
2019,Cadillac,XT5 Luxury,Cadillac Certified,37950
2021,Acura,RDX A-Spec,Used,46554
2021,Acura,RDX Technology Package,Used,43468
2019,INFINITI,QX60 Luxe,Used,32298
2019,Porsche,Cayenne Base,Used,63000
2019,Honda,Pilot EX-L,Used,36499
2019,Honda,CR-V LX,Used,28895
2018,Cadillac,XT5 Luxury,Used,35417
2020,GMC,Sierra 2500 Denali,Used,77980
2018,GMC,Yukon XL Denali,Used,42900
2020,INFINITI,QX60 Pure,Used,30439
2019,Mercedes-Benz,C-Class C 300,Used,34999
2014,Mercedes-Benz,E-Class E 350,Used,18553
2018,Ford,Flex Limited,Used,25611
2015,Honda,Accord EX-L,Used,19399
2019,Ford,Edge Titanium,Used,36000
2020,Ford,Fusion SE,Used,24521
2020,Chevrolet,Equinox 1LT,Used,26987
2020,Mazda,CX-9 Touring,Used,35499
2019,Honda,Civic Sport,Used,19998
2017,Toyota,RAV4 Limited,Used,28995
2022,Hyundai,Tucson Limited,Used,36995
2019,Toyota,Highlander Hybrid Limited,Toyota Certified,37900
2019,Chevrolet,Trax LS,Used,22000
2019,INFINITI,QX60 Luxe,Used,34993
2020,Volkswagen,Tiguan 2.0T S,Used,26483
2014,Chevrolet,Cruze 1LT,Used,11900
2014,Ford,Explorer Limited,Used,24500
2019,Audi,SQ5 3.0T Premium,Used,53444
2021,Dodge,Durango R/T,Used,54987
2020,Tesla,Model Y Long Range,Used,74025
2021,Acura,ILX Premium Package,Used,34999
2021,Mercedes-Benz,GLE 350 Base,Mercedes-Benz Certified,69998
2020,Chevrolet,Traverse LS,Used,34869
2019,Honda,CR-V EX-L,Used,32500
2019,GMC,Acadia SLE-1,Used,26500
2018,Tesla,Model S 75D,Used,61648
2019,Jeep,Grand Cherokee Altitude,Used,43899
2019,Honda,CR-V EX-L,Used,31733
2019,Cadillac,XT5 Luxury,Used,35933
2020,Honda,Accord LX 1.5T,Honda Certified,28990
2018,GMC,Sierra 1500 Denali,GMC Certified,48985
2021,Audi,A4 40 Premium Plus,Used,45678
2019,Mercedes-Benz,C-Class C 300 4MATIC,Mercedes-Benz Certified,35580
2019,Cadillac,XT5 Luxury,Used,43970
2020,Toyota,Corolla LE,Used,21888
2019,Cadillac,XT5 Luxury,Used,33990
2019,Toyota,Highlander XLE,Used,37900
2017,Hyundai,Tucson SE,Used,23998
2021,Genesis,GV80 2.5T,Used,58185
2021,Tesla,Model 3 Long Range,Used,63000
2019,Audi,Q8 3.0T Premium,Used,71730
2018,INFINITI,QX60 Base,Used,34500
2019,BMW,X5 xDrive40i,Used,50593
2019,Land,Rover Range Rover Sport Autobiography,Used,83993
2019,BMW,X3 xDrive30i,BMW Certified,41774
2018,Mercedes-Benz,E-Class E 300,Mercedes-Benz Certified,44881
2021,Audi,Q5 45 Premium,Used,43881
2018,Cadillac,XT5 Luxury,Cadillac Certified,31823
2020,BMW,X5 xDrive40i,Used,59970
2015,Audi,A3 2.0T Premium,Used,9099
2019,Ford,Flex Limited,Used,28999
2013,Lexus,ES 350 Base,Used,14899
2019,Dodge,Durango GT,Used,36999
2019,Volvo,XC90 T6 R-Design,Used,48795
2018,BMW,X5 xDrive35i,Used,44943
2019,GMC,Acadia SLT-1,Used,36995
2017,Hyundai,Tucson SE,Used,22790
2016,Mercedes-Benz,S-Class S 550 4MATIC,Used,63993
2013,Land,Rover Range Rover Evoque Pure,Used,19943
2020,Honda,Pilot EX-L,Used,39981
2020,Nissan,Rogue SV,Used,25261
2018,Jeep,Grand Cherokee High Altitude,Used,39944
2019,Lexus,RX 350 350,Used,36991
2014,Audi,Q5 2.0T Premium Plus,Used,19592
2020,Mercedes-Benz,GLC 300 Base 4MATIC,Used,47500
2012,Lexus,ES 350 Base,Used,21999
2020,Audi,Q5 45 Premium,Used,39988
2016,Mercedes-Benz,C-Class C 300,Used,27998
2020,BMW,X7 xDrive40i,Used,73677
2018,Toyota,RAV4 Limited,Toyota Certified,31200
2020,BMW,X3 M40i,BMW Certified,54994
2018,Toyota,RAV4 LE,Used,27334
2019,Buick,Encore Preferred,Used,22245
2020,Tesla,Model Y Long Range,Used,69333
2019,Ford,Fiesta SE,Used,14600
2019,Mercedes-Benz,AMG C 63 S,Used,79998
2020,Honda,Passport Touring,Used,38250
2020,Kia,Telluride SX,Used,51224
2020,Cadillac,Escalade Luxury,Used,67011
2021,INFINITI,Q50 3.0t SENSORY,INFINITI Certified,41799
2019,Honda,Passport Sport,Used,35500
2019,Volvo,XC60 T5 Inscription,Used,40962
2019,Volvo,XC60 T5 Momentum,Volvo Certified,41968
2017,Toyota,Highlander Limited,Used,30993
2020,RAM,1500 Laramie,Used,45985
2019,Cadillac,XT5 Luxury,Used,36902
